Time (s),Depth,Sonic_Velocity,AC,PERM,PORT,RT,SW,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
1.192,2999.4933271640216,4724.119282990977,64.520700938101,0.1,0.032,139.8432171397986,100.0,238.36914,14.475285530090332,238.36914,1239.51875,56819.848
1.196,3010.046073471619,5120.580450869759,59.52593641958322,0.1,0.076,153.20286481495498,100.0,-2383.6875,14.333877563476562,2383.6875,619.759765625,5681966.0
1.2,3020.5682096009095,5126.089669612493,59.46052838403633,0.1,0.081,118.9893898290445,100.0,-4290.6367,10.46816635131836,4290.6367,-429.062890625,18409564.0
1.204,3031.0574051328317,5319.037044086699,57.30360948347834,0.1,0.0,137.671242717575,100.0,-6435.957,8.712295532226562,6435.957,-2145.318359375,41421544.0
1.208,3041.7514406447985,5406.101410757449,56.38184602076769,0.1,0.08094237420806662,146.65465054952145,100.0,-9534.754,12.164519309997559,9534.754,-4481.333203125,90911540.0
1.212,3052.0036981484864,5015.620836303974,60.77035708167847,0.1,0.05292603703027408,139.49870822368618,100.0,-12395.18,13.888914108276367,12395.18,-7008.04296875,153640480.0
1.216,3062.432810396381,5622.841089126445,54.20990867592281,0.1,0.0,109.9728244497541,100.0,-13587.023,234.28683471679688,13587.023,-9248.71015625,184607200.0
1.22,3073.11263074976,5205.231861734819,58.55661652354932,0.1,0.082,152.64394619499856,100.0,-11918.441,15.703315734863281,11918.441,-10774.27109375,142049250.0
1.224,3083.7954861597686,5076.665736916088,60.039493745152214,0.1,0.079,114.11746924098286,100.0,-7866.172,15.515523910522461,7866.172,-11060.3140625,61876660.0
1.228,3093.9270548808013,5363.002850354194,56.83391065742823,0.1,0.0,119.37303230004268,100.0,-1906.9492,15.489995956420898,1906.9492,-9534.753125,3636455.2
1.232,3103.782189806747,3969.6689431193977,76.78803632190456,0.1,0.0,85.72856382111081,100.0,5244.1133,15.952067375183105,5244.1133,-6006.89453125,27500724.0
1.236,3113.6243108279145,5020.567827482617,60.71027961011176,0.0,0.0,194.55586733102768,0.0,12633.547,17.803956985473633,12633.547,-762.78046875,159606510.0
1.24,3123.868140287292,5082.644210072755,59.971207609126026,0.0,0.0,181.64899787713944,0.0,16685.82,17.98744010925293,16685.82,4958.071875,278416600.0
1.244,3134.339126269578,5335.724905908462,57.126099340095955,0.0,0.0,840.782799984509,0.0,15970.711,17.576478958129883,15970.711,9725.4484375,255063600.0
1.248,3144.17501192734,5005.07817111354,60.90334421700084,0.0,0.0,169.10357138977793,0.0,11441.703,14.376815795898438,11441.703,12395.17890625,130912570.0
1.252,3154.224642438694,5189.453087138942,58.73509911971005,0.0,0.0,176.57206647414472,0.0,8342.91,3.6459429264068604,8342.91,13014.93828125,69604150.0
1.256,3163.765983916775,4572.350280042447,66.6634933303988,0.0,0.0,179.3308836159026,0.0,9296.383,4.0922651290893555,9296.383,12347.50546875,86422740.0
1.26,3173.377795844905,4268.042165981687,71.4309754679694,0.0,0.0,151.9779877632455,0.0,12395.18,5.25870943069458,12395.18,11489.37734375,153640480.0
1.264,3183.066467764129,5376.567671734412,56.69050582656024,0.0,0.0,300.64004736429627,0.0,11680.074,15.884916305541992,11680.074,10631.25,136424130.0
1.268,3193.2683613490403,4760.035432535743,64.03318304094876,0.0,0.0,133.63793953615016,0.0,3098.7969,19.89636993408203,3098.7969,8962.66875,9602542.0
1.272,3203.4140784311126,5086.665834471496,59.921391382600405,0.1,0.04900000000000001,363.07005993187414,100.0,-10726.598,21.35897445678711,10726.598,5148.7671875,115059896.0
1.276,3213.3778575380165,5880.502563865837,51.83427997766669,0.1,0.010900055322456888,150.78437004394837,100.0,-22883.41,22.091184616088867,22883.41,-1287.19140625,523650460.0
1.28,3223.2248373922453,5010.999838975812,60.82620937454637,0.1,0.3918687036602776,169.42676318438293,100.0,-26697.312,21.8011474609375,26697.312,-9105.68984375,712746500.0
1.284,3233.0904561365965,4904.851015223039,62.14266805973416,0.1,2.5780371910294106,82.84491197205968,100.0,-21691.566,228.9381866455078,21691.566,-15780.01796875,470524060.0
1.288,3242.891283811822,4743.943854243909,64.2505106447361,0.1,4.613914980949268,176.10518359225094,89.34978367222207,-11680.074,20.383447647094727,11680.074,-18735.7921875,136424130.0
1.292,3252.8756464555627,4919.076030183198,61.96302444810253,0.1,0.0,93.87218404660734,100.0,-1906.9492,19.00370979309082,1906.9492,-16971.8625,3636455.2
1.296,3262.983021233255,5076.72526282915,60.03874024328511,0.1,0.0032259656814820174,94.88741463992787,100.0,4290.6406,17.037925720214844,4290.6406,-11537.05234375,18409596.0
1.3,3273.0860216478036,5160.782545381864,59.06089302831763,0.1,0.08172043295603783,201.82664195071965,100.0,7151.0664,16.112468719482422,7151.0664,-4767.3765625,51137750.0
1.304,3283.081373921756,5135.092599139767,59.35630504374186,0.1,0.04442139017194416,88.80009899210756,100.0,7389.4336,15.594326972961426,7389.4336,1048.8234375,54603730.0
1.308,3293.4225994083195,5234.247125606513,58.23293202255917,0.1,0.053807952665699495,157.1480661123303,100.0,5959.2188,16.082664489746094,5959.2188,4576.68203125,35512290.0
1.312,3303.654710293096,5288.701489643374,57.632833858145986,0.1,0.07890579413808022,207.3322648213367,100.0,3337.164,18.856870651245117,3337.164,5625.5046875,11136664.0
1.316,3313.8430961571403,4959.483432955004,61.459138694058424,0.1,2.1412932535853595,179.28946259106885,100.0,476.73828,29.983543395996094,476.73828,4862.72421875,227279.39
1.32,3324.204183602887,5305.612703488795,57.448950616317575,0.1,0.08408367205778157,253.18544872919998,100.0,-1191.8438,140.54832458496094,1191.8438,3194.1421875,1420491.5
1.324,3334.451276461998,5097.341965561894,59.79589330541724,0.1,0.0,132.0473778930301,100.0,-476.73633,27.023130416870117,476.73633,1620.908203125,227277.53
1.328,3344.5157828460287,4953.413308342632,61.534234923234244,0.1,0.010106058476605412,96.12847144387506,100.0,3098.7969,21.34878158569336,3098.7969,1048.823828125,9602542.0
1.332,3354.5782467232375,4747.242487234895,64.21033611373024,0.10369805704989772,3.8924485423254627,88.34502765977123,100.0,8581.277,21.65272331237793,8581.277,2097.646484375,73638320.0
1.336,3360.0000131920756,4912.482196897333,62.04602638415074,,,137.60402638415076,,12871.918,21.70094871520996,12871.918,4576.682421875,165686270.0
1.34,3365.0356417891035,4253.268581854235,71.67475963330337,,,58.05709314373828,,13110.285,21.918176651000977,13110.285,7437.108203125,171879580.0
1.344,3369.9000529274613,5000.151023096554,60.958158782387954,,,74.30605292746266,,7866.172,22.390926361083984,7866.172,9105.68984375,61876660.0
1.348,3375.0521773102373,5297.010739325772,57.54189302602782,,,221.3496982997547,,-715.10547,21.990724563598633,715.10547,8342.909375,511375.84
1.352,3380.300046655847,5230.197917180683,58.276953344152716,,,148.17309331169457,,-8819.645,21.482086181640625,8819.645,4862.725,77786130.0
1.356,3385.5151511310564,5081.822802517309,59.97919487082263,,,125.79156929636648,,-13587.023,20.94704246520996,13587.023,-429.06328125,184607200.0
1.36,3390.717391987755,5545.049599375945,54.96824650386079,,,179.68432689253382,,-14302.129,229.13877868652344,14302.129,-5911.54609375,204550900.0
1.364,3395.958879332795,5199.889817480556,58.616810297432615,,,202.17835976722208,,-10964.965,22.417552947998047,10964.965,-9677.7734375,120230456.0
1.368,3401.200012633609,5162.772097695357,59.038050534441744,,,143.18594946555825,,-3813.9004,25.294471740722656,3813.9004,-10297.532421875,14545836.0
1.372,3406.279188640884,5423.241748940924,56.20476086917343,,,244.6744400407165,,4767.375,29.707983016967773,4767.375,-7580.128515625,22727864.0
1.376,3412.189770736946,5503.6511853570155,55.382285821108745,,,265.04119029998304,,9296.383,35.02735900878906,9296.383,-3003.447265625,86422740.0
1.38,3417.600026514418,5439.0820870318075,56.03886742791595,,,275.031,,6197.59,40.429718017578125,6197.59,1096.496484375,38410120.0
1.384,3422.926575218049,5595.169588644376,54.47556397203086,,,388.0194370338078,,-2383.6875,42.84366989135742,2383.6875,2812.751953125,5681966.0
1.388,3428.4000627501478,5562.5576978111585,54.79493724985086,,,228.93318825044742,,-9773.121,39.57961654663086,9773.121,1620.9078125,95513896.0
1.392,3434.008661412896,5232.188068966,58.25497176632031,,,232.8213578903736,,-9773.121,215.0777587890625,9773.121,-1287.19140625,95513896.0
1.396,3439.200024943816,5225.889412773253,58.32500000000001,,,317.08487528091325,,-2383.6875,32.015830993652344,2383.6875,-3623.20546875,5681966.0
1.4,3444.400025827933,5030.443633931123,60.59107748380444,,,265.1200258279348,,6435.957,30.292476654052734,6435.957,-3575.53203125,41421544.0
1.404,3449.5009006529585,5315.796601852898,57.33853712295318,,,291.57211603353153,,10249.859,29.644540786743164,10249.859,-1048.82265625,105059620.0
1.408,3454.6086134086545,5121.638969644622,59.512336620891716,,,347.3163989430902,,7151.0664,30.77977180480957,7151.0664,2336.01484375,51137750.0
1.412,3459.600048981205,5103.88653569845,59.71919592481817,,,224.77895101879542,,953.47656,34.56568145751953,953.47656,4481.334375,909117.56
1.416,3464.600073252745,5351.614012166015,56.95478024176337,,,274.77592674725446,,-2383.6875,54.76438903808594,2383.6875,4481.334375,5681966.0
1.42,3469.7747275248826,5320.7833480213685,57.28484505471249,,,317.90931018568705,,-476.73633,177.47341918945312,476.73633,3098.795703125,227277.53
1.424,3474.9105757427683,5095.555900263666,59.816866555862234,,,273.21059093121767,,4767.375,37.79955291748047,4767.375,2002.298828125,22727864.0
1.428,3480.100041496084,5176.007784956865,58.887082992166256,,,331.69108299216623,,9058.016,27.43556785583496,9058.016,2383.688671875,82047650.0
1.432,3485.200095141945,5019.581780155732,60.72219028388784,,,227.28699999999995,,9534.754,23.6107120513916,9534.754,4099.944140625,90911540.0
1.436,3490.4000741748578,4937.305759811383,61.73407417485874,,,211.89014834971744,,6197.59,21.02602767944336,6197.59,5816.199609375,38410120.0
1.44,3495.4524155169306,4896.893002647398,62.243733848699236,,,174.51886252202365,,0.0,20.290456771850586,0.0,5911.546875,0.0
1.444,3500.7376448520617,5135.564976457489,59.350821979966874,,,159.25654401299875,,-7389.4336,19.9333553314209,7389.4336,3480.18515625,54603730.0
1.448,3505.750531085026,4750.712687056028,64.16545351682427,,,49.78367322013819,,-13587.023,18.907756805419922,13587.023,-1048.82265625,184607200.0
1.452,3510.8000236029948,5433.650793412994,56.09488198503004,,,186.43588198503005,,-17400.926,19.15822410583496,17400.926,-6435.95859375,302792220.0
1.456,3515.800006321153,5159.544886171154,59.0749778759697,,,77.42748735769698,,-17162.559,230.5545654296875,17162.559,-11107.98828125,294553400.0
1.46,3520.9852887081165,5095.931584588161,59.81381961387291,,,74.99377700045031,,-12395.18,19.934123992919922,12395.18,-13587.02421875,153640480.0
1.464,3526.031869483295,7661.940868083229,39.7845681678231,,,136.43739477649555,,-3337.164,20.96624755859375,3337.164,-12776.5703125,11136664.0
1.468,3532.089965854596,6855.323953474117,44.47246776681438,,,183.1673002110465,,7627.801,22.046735763549805,7627.801,-8533.60546875,58183344.0
1.472,3538.1991562898597,6862.636854614364,44.414758977037415,,,140.2246326957055,,15970.711,23.102888107299805,15970.711,-1859.278125,255063600.0
1.476,3543.824174809952,5719.326483087022,53.29441329744367,,,77.3958183684906,,17400.926,22.777374267578125,17400.926,5053.41875,302792220.0
1.48,3549.0000531411583,6179.151679627617,49.32715942347219,,,228.06406282314796,,12871.918,21.590801239013672,12871.918,10106.83828125,165686270.0
1.484,3554.0609524767133,5399.69300010248,56.460305736738945,,,76.95127151839337,,6435.957,18.780723571777344,6435.957,12061.4625,41421544.0
1.488,3560.250166270481,6085.765473496722,50.08411340817163,,,308.8873204162843,,2622.0586,11.71692180633545,2622.0586,11060.3140625,6875191.5
1.492,3565.9910128215733,6409.014779753638,47.55820465622316,,,534.5574363871957,,1191.8457,6.067982196807861,1191.8457,8104.541015625,1420496.1
1.496,3572.34333088912,5938.323908541273,51.32789365266263,,,380.35701676528697,,-715.10547,8.374523162841797,715.10547,4481.334765625,511375.84
1.5,3578.411486709505,5435.7225424290145,56.07863537708525,,,346.9299952933208,,-5959.2188,15.929105758666992,5959.2188,715.107421875,35512290.0
1.504,3584.2000544504986,5568.11537568757,54.740245027245145,,,314.9814356039913,,-13587.023,20.511856079101562,13587.023,-3289.488671875,184607200.0
1.508,3589.6890933132595,4427.784046318563,68.83845434671103,,,149.84825569165943,,-19546.246,22.93608856201172,19546.246,-7723.149609375,382055740.0
1.512,3595.554643527925,6207.490931196949,49.10684524343034,,,311.02615403185604,,-18116.031,224.6609344482422,18116.031,-11584.725,328190600.0
1.516,3601.714671325977,5615.771087303374,54.276806389131515,,,381.15717680177266,,-6435.957,26.693906784057617,6435.957,-12728.8953125,41421544.0
1.52,3607.8387682682214,7289.921497654275,41.819531562557806,,,577.2857887915604,,9773.121,27.277217864990234,9773.121,-9582.42734375,95513896.0
1.524,3613.6588388606115,5505.949213191024,55.35831275447215,,,468.47019189153843,,20738.09,27.951034545898438,20738.09,-2717.4046875,430068380.0
1.528,3619.0803582954227,5720.260974032146,53.28452642709369,,,190.01210244738022,,19546.246,28.787548065185547,19546.246,5101.09375,382055740.0
1.532,3624.7139122538065,5377.529295238022,56.68085961572761,,,242.5204838089071,,8581.277,29.337705612182617,8581.277,10440.55546875,73638320.0
1.536,3630.3000354604537,5230.80930248508,58.27014184181425,,,154.07956736725703,,-2145.3184,30.073392868041992,2145.3184,11298.683203125,4602391.0
1.54,3636.198882906652,4923.21869384704,61.91075670600768,,,30.502401516578807,,-5720.8516,34.16193771362305,5720.8516,8199.888671875,32728142.0
1.544,3641.800058454226,7201.9280752327395,42.322,,,89.23026304402345,,-2145.3184,197.65696716308594,2145.3184,3623.20703125,4602391.0
1.548,3647.6000930331575,4940.021241838744,61.700139549737244,,,74.74413954973723,,2860.4277,71.99811553955078,2860.4277,286.043359375,8182047.0
1.552,3652.8000910827127,5347.368421052632,57.0,,,54.731091082716006,,4767.375,38.503597259521484,4767.375,-476.737109375,22727864.0
1.556,3658.4000049645033,4905.447619271714,62.135002482252865,,,46.628997517747145,,2860.4277,27.737398147583008,2860.4277,524.412109375,8182047.0
1.56,3663.700053663385,6125.5085153058135,49.7591341584636,,,145.21978534645822,,-1191.8438,24.21368408203125,1191.8438,1430.213671875,1420491.5
1.564,3669.400062489319,5423.511666367485,56.19975004271831,,,65.26909373398063,,-4529.008,21.48794937133789,4529.008,953.47578125,20511912.0
1.568,3674.80004051151,5638.690757966438,54.0551012787755,,,60.8829594884898,,-5720.8516,18.262977600097656,5720.8516,-762.780078125,32728142.0
1.572,3680.4869883104557,5643.927664986283,54.00499403889908,,,91.55607524528766,,-5482.4805,15.00538444519043,5482.4805,-2812.751171875,30057592.0
1.576,3686.200095259836,6025.025203107396,50.589,,,98.70480948032922,,-4529.008,235.5634002685547,4529.008,-4290.63828125,20511912.0
1.58,3692.192961286272,6030.435186986976,50.54363013557789,,,79.88333712037424,,-3098.795,13.795217514038086,3098.795,-4672.028515625,9602530.0
1.584,3698.000071650039,5284.065620854489,57.68285669992399,,,39.96364174980996,,-1430.2129,14.765891075134277,1430.2129,-4052.26953125,2045508.9
1.588,3703.442486476639,5747.726018981416,53.03076520358366,,,52.64081729707846,,-476.73633,1.1985653638839722,476.73633,-3003.446484375,227277.53
1.592,3708.900001297848,5633.490840669197,54.10499610644849,,,48.88099870214948,,-2145.3184,189.32301330566406,2145.3184,-2336.0140625,4602391.0
1.596,3714.1745986454057,5558.492085126208,54.837036126529874,,,33.72395364023954,,-6197.59,17.185779571533203,6197.59,-2669.73046875,38410120.0
1.6,3719.224051708804,4942.438965040066,61.67291761693987,,,45.255848149959576,,-8581.277,225.4169921875,8581.277,-3766.226953125,73638320.0
1.604,3725.000069802794,8075.095016636654,37.74568588743162,,,59.0755235209473,,-4290.6367,26.140888214111328,4290.6367,-4338.31171875,18409564.0
1.608,3730.600016650361,4619.437585972862,65.98205827625634,,,22.53802497553844,,5959.2188,26.53534698486328,5959.2188,-3051.120703125,35512290.0
1.612,3735.7042752753973,5078.536475242588,60.01734645220955,,,28.01536028689316,,15493.977,26.657983779907227,15493.977,476.73828125,240063310.0
1.616,3740.6439725783694,5555.720015274231,54.86244695054081,,,43.23838200352478,,17400.926,25.698272705078125,17400.926,5196.44140625,302792220.0
1.62,3746.250021124898,5335.543712503943,57.12634484260096,,,44.99835356374616,,11918.441,23.993080139160156,11918.441,9296.38515625,142049250.0
1.624,3751.5769150589163,5187.564599885541,58.75615719092433,,,20.886348624049532,,4290.6406,21.102481842041016,4290.6406,11012.640625,18409596.0
1.628,3756.853458280942,5233.903343896567,58.23602796584721,,,38.963121323942694,,-715.10547,15.821155548095703,715.10547,9677.77578125,511375.84
1.632,3761.9000613915155,5281.8324114,57.7072455660669,,,37.300815825449824,,-3813.9004,12.267285346984863,3813.9004,5816.200390625,14545836.0
1.636,3766.900086117946,5134.485325903319,59.3633014128135,,,42.73191388205328,,-7627.801,13.98678970336914,7627.801,810.455078125,58183344.0
1.64,3772.100042953992,4828.06251714462,63.13091409201809,,,22.036214769954768,,-12633.547,18.240398406982422,12633.547,-4099.942578125,159606510.0
1.644,3777.2000811194516,5541.818181818182,55.0,,,31.99375664164661,,-15970.711,227.7200164794922,15970.711,-8152.212890625,255063600.0
1.648,3782.4038618843183,5367.5436050429735,56.785767718925534,,,25.059029303411464,,-13110.285,24.4993839263916,13110.285,-10631.248828125,171879580.0
1.652,3787.696666384052,4901.043729455711,62.19108180748463,,,21.550293017110043,,-3098.795,25.125381469726562,3098.795,-10488.227734375,9602530.0
1.656,3792.811567488153,5204.463850821925,58.56705596592159,,,19.29736778575514,,10249.859,25.05279541015625,10249.859,-6912.695703125,105059620.0
1.66,3797.9536547191274,5169.98236424208,58.95596372264725,,,19.54226331052875,,20976.46,24.759471893310547,20976.46,-190.694140625,440011900.0
1.664,3802.77388546128,5269.792504358783,57.8469193619433,,,26.195942524236028,,24075.254,24.29816246032715,24075.254,7818.498828125,579617860.0
1.668,3807.9439739341906,4929.979467511564,61.82614692099524,,,28.882018958698588,,18116.031,23.747709274291992,18116.031,14063.762109375,328190600.0
1.672,3813.4017737431327,5289.222561568104,57.626622005922854,,,35.64796909005183,,6197.59,22.740808486938477,6197.59,15923.0390625,38410120.0
1.676,3819.2747033970386,5581.908777975097,54.605072378200575,,,84.07352791788493,,-6435.957,21.595325469970703,6435.957,12585.87578125,41421544.0
1.68,3824.8000554160417,5687.7403047701255,53.588944583956525,,,53.93786145989131,,-16209.082,21.249094009399414,16209.082,5148.7671875,262734340.0
1.684,3830.400077007097,5542.031349576829,54.997884489353346,,,64.35830802839108,,-20261.352,20.744848251342773,20261.352,-3718.55390625,410522370.0
1.688,3835.9000214206076,5257.071953314784,57.979042841219346,,,40.88889289695166,,-18592.77,230.3354949951172,18592.77,-11060.3140625,345691070.0
1.692,3841.0000928170884,5001.827968850309,60.93772154873853,,,35.92795359145642,,-13110.285,19.251218795776367,13110.285,-14921.8890625,171879580.0
1.696,3846.4000358621392,5575.6777521677095,54.666,,,34.523143448564895,,-5482.4805,19.364961624145508,5482.4805,-14731.19375,30057592.0
1.7,3851.700008358417,5475.119606136569,55.670016716836365,,,35.761008358418195,,2383.6895,19.847183227539062,2383.6895,-11012.639453125,5681975.5
1.704,3857.1807372662024,5425.247484465571,56.18184424911387,,,38.265849838131494,,8819.648,21.46355438232422,8819.648,-5196.439453125,77786200.0
1.708,3862.5000233410083,5254.81635679586,58.00392997697671,,,30.143941647480585,,11441.703,24.002981185913086,11441.703,810.455078125,130912570.0
1.712,3867.400071043834,4614.980219831228,66.04578686849506,,,14.364644780825081,,8581.277,26.89396858215332,8581.277,5148.767578125,73638320.0
1.716,3872.6000671288557,5402.368520931349,56.4196979201508,,,38.243,,2383.6895,31.177824020385742,2383.6895,6722.0015625,5681975.5
1.72,3878.0000637887256,5277.070533030233,57.75931894362075,,,27.122808633827557,,-2383.6875,42.223716735839844,2383.6875,5768.526171875,5681966.0
1.724,3883.0000660145524,4828.07109297144,63.1308019563471,,,19.572264058203853,,-2383.6875,187.0104522705078,2383.6875,3527.858984375,5681966.0
1.728,3887.7809055844823,5060.256054632558,60.23554260314741,,,22.159920245747,,1668.582,49.906837463378906,1668.582,1573.234765625,2784166.0
1.732,3892.2000386676123,4325.799623458244,70.460961332387,,,10.215096669032485,,5720.8516,34.12841796875,5720.8516,1001.149609375,32728142.0
1.736,3897.1000378979843,5365.908402106265,56.803056846974485,,,27.241943153025513,,6674.328,28.62910270690918,6674.328,1859.27734375,44546656.0
1.74,3902.700088834266,5370.3363049876025,56.75622208566513,,,29.609911165733955,,3813.9023,27.492616653442383,3813.9023,3098.7953125,14545851.0
1.744,3908.3000951794475,5541.818181818182,55.0,,,33.2881427691767,,-1668.582,27.660799026489258,1668.582,3241.81640625,2784166.0
1.748,3914.5000540170354,6012.581100501031,50.69370290631299,,,47.818,,-7151.0625,28.908798217773438,7151.0625,1477.8875,51137696.0
1.752,3919.896627073077,5023.479940004867,60.675101439584886,,,36.467114794309595,,-9296.383,218.00494384765625,9296.383,-1525.559375,86422740.0
1.756,3929.782777445673,5043.286593247537,,,,,,-5005.746,34.39845275878906,5005.746,-3861.57421875,25057494.0
