Time (s),Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
1.38,-1330.9546,13.382692337036133,1330.9546,-405.0732421875,1771440.1
1.384,-1967.498,228.7182159423828,1967.498,-902.73447265625,3871048.5
1.388,-1736.0278,26.853116989135742,1736.0278,-1261.51357421875,3013792.8
1.392,-289.3379,29.54783058166504,289.3379,-1226.79296875,83716.414
1.396,1330.9546,31.994205474853516,1330.9546,-798.57275390625,1771440.1
1.4,1793.895,36.751373291015625,1793.895,-173.60283203125,3218059.2
1.404,636.54346,44.08562469482422,636.54346,347.20546875,405187.56
1.408,-1099.4844,47.061744689941406,1099.4844,474.51416015625,1208865.9
1.412,-2083.233,209.49449157714844,2083.233,115.73515625,4339859.5
1.416,-1388.8223,34.32815933227539,1388.8223,-428.22021484375,1928827.2
1.42,925.88135,30.679401397705078,925.88135,-601.82294921875,857256.25
1.424,3587.7905,29.051429748535156,3587.7905,-11.57353515625,12872241.0
1.428,4803.008,29.582780838012695,4803.008,1168.92490234375,23068884.0
1.432,3066.982,30.344318389892578,3066.982,2198.96787109375,9406378.0
1.436,-636.54346,30.724103927612305,636.54346,2349.4236328125,405187.56
1.44,-3529.9229,31.261472702026367,3529.9229,1458.26279296875,12460355.0
1.444,-3645.658,218.39923095703125,3645.658,11.573095703125,13290822.0
1.448,-1678.1602,31.81279182434082,1678.1602,-1284.660498046875,2816221.5
1.452,405.07275,32.995731353759766,405.07275,-1817.042333984375,164083.94
1.456,1330.9546,35.677860260009766,1330.9546,-1423.542724609375,1771440.1
1.46,983.749,39.47136306762695,983.749,-520.808349609375,967762.1
1.464,0.0,42.061954498291016,0.0,208.3232421875,0.0
1.468,-810.1465,41.131866455078125,810.1465,381.9259765625,656337.3
1.472,-868.0137,211.0330352783203,868.0137,127.30869140625,753447.75
1.476,-173.60303,37.777793884277344,173.60303,-173.60283203125,30138.012
1.48,694.41064,37.75715255737305,694.41064,-231.4705078125,482206.16
1.484,1041.6167,38.085567474365234,1041.6167,-23.14716796875,1084965.4
1.488,520.8081,37.563602447509766,520.8081,243.04375,271241.1
1.492,-520.8086,36.231529235839844,520.8086,312.484765625,271241.6
1.496,-1099.4844,33.02070999145508,1099.4844,127.30849609375,1208865.9
1.5,-868.0137,225.6234588623047,868.0137,-185.1763671875,753447.75
1.504,-636.54346,7.0542192459106445,636.54346,-520.8083984375,405187.56
1.508,-868.0137,2.018671751022339,868.0137,-798.57275390625,753447.75
1.512,-1157.352,14.073053359985352,1157.352,-925.8814453125,1339463.8
1.516,-462.94092,23.33890724182129,462.94092,-798.57275390625,214314.3
1.52,1330.9546,25.32404136657715,1330.9546,-358.7791015625,1771440.1
1.524,3182.7173,26.196678161621094,3182.7173,405.073046875,10129689.0
1.528,3587.7905,26.274681091308594,3587.7905,1296.23388671875,12872241.0
1.532,2314.7036,24.241731643676758,2314.7036,1990.64501953125,5357853.0
1.536,752.2783,19.63543128967285,752.2783,2233.6888671875,565922.7
1.54,-57.867676,11.945283889770508,57.867676,1955.9244140625,3348.668
1.544,-694.41113,10.16946792602539,694.41113,1180.49873046875,482206.8
1.548,-1909.6304,17.13502311706543,1909.6304,81.01455078125,3646688.2
1.552,-3066.982,22.157987594604492,3066.982,-995.32255859375,9406378.0
1.556,-3066.982,225.42428588867188,3066.982,-1759.174609375,9406378.0
1.56,-1736.0278,25.13163185119629,1736.0278,-2094.806640625,3013792.8
1.564,0.0,24.853050231933594,0.0,-1955.9244140625,0.0
1.568,1099.4839,23.04570770263672,1099.4839,-1354.1015625,1208864.9
1.572,1330.9546,17.23176383972168,1330.9546,-474.5142578125,1771440.1
1.576,1446.69,13.405778884887695,1446.69,428.2201171875,2092911.8
1.58,1620.2925,18.1669979095459,1620.2925,1099.4841796875,2625347.8
1.584,1273.0864,23.643733978271484,1273.0864,1354.10146484375,1620749.0
1.588,231.47021,24.89593505859375,231.47021,1180.49873046875,53578.46
