Time (s),Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.357,-3034.680908203125,182.62382078170776,3034.680908203125,-2854.105029296875,9209288.214612544
0.358,-2959.44091796875,129.34110164642334,2959.44091796875,-2944.39296875,8758290.546947718
0.359,-2884.200927734375,76.05838251113892,2884.200927734375,-2979.504931640625,8318614.991543829
0.36,-2808.9609375,22.775663375854492,2808.9609375,-2959.44091796875,7890261.548400879
0.361,-2131.80078125,23.643670558929443,2131.80078125,-2763.81689453125,4544574.57093811
0.362,-1454.640625,24.511677742004395,1454.640625,-2447.808837890625,2115979.3479003906
0.363,-777.48046875,25.379684925079346,777.48046875,-2011.416748046875,604475.8792877197
0.364,-100.3203125,26.247692108154297,100.3203125,-1454.640625,10064.165100097656
0.365,1003.19921875,26.962507247924805,1003.19921875,-692.20859375,1006408.6725006104
0.366,2106.71875,27.677322387695312,2106.71875,155.4953125,4438263.8916015625
0.367,3210.23828125,28.39213752746582,3210.23828125,1088.47109375,10305629.822402954
0.368,4313.7578125,29.106952667236328,4313.7578125,2106.71875,18608506.464904785
0.369,5041.078125,29.642755031585693,5041.078125,3134.9984375,25412468.662353516
0.37,5768.3984375,30.17855739593506,5768.3984375,4088.03828125,33274420.53375244
0.371,6495.71875,30.714359760284424,6495.71875,4965.83828125,42194362.07910156
0.372,7223.0390625,31.25016212463379,7223.0390625,5768.3984375,52172293.29840088
