Time (s),Depth,SW,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
1.076,2695.9618152126122,1.0,-10249.859,27.209766387939453,10249.859,2336.01484375,105059620.0
1.08,2706.225143021219,1.0,-8819.645,226.01280212402344,8819.645,-2145.31875,77786130.0
1.084,2716.5496502615333,1.0,-5482.4805,20.60081672668457,5482.4805,-5530.15546875,30057592.0
1.088,2726.6228055371084,1.0,-2622.0566,16.83443260192871,2622.0566,-6674.326171875,6875181.0
1.092,2737.141788750631,1.0,238.36914,17.98019790649414,238.36914,-5387.134375,56819.848
1.096,2747.6387803236107,1.0,4290.6406,23.320844650268555,4290.6406,-2479.034375,18409596.0
1.1,2758.1036132357494,1.0,7627.801,26.92229461669922,7627.801,810.4546875,58183344.0
1.104,2768.841155901016,1.0,7151.0664,29.553293228149414,7151.0664,3337.1640625,51137750.0
1.108,2779.3762063706868,1.0,2622.0586,29.274810791015625,2622.0586,4385.987109375,6875191.5
1.112,2789.9411374696756,1.0,-1906.9492,26.81545066833496,1906.9492,3956.9234375,3636455.2
1.116,2800.2885913203586,1.0,-3813.9004,24.112060546875,3813.9004,2336.015234375,14545836.0
1.12,2810.798828161097,1.0,-3098.795,13.225228309631348,3098.795,190.69609375,9602530.0
1.124,2821.335081439796,1.0,-2860.4258,1.8866310119628906,2860.4258,-1811.60234375,8182035.5
1.128,2831.3427249073106,1.0,-3337.164,6.4708452224731445,3337.164,-3003.446875,11136664.0
1.132,2841.7773180862323,1.0,-4052.2695,238.49513244628906,4052.2695,-3432.5109375,16420888.0
1.136,2852.201667061502,1.0,-3813.9004,16.302579879760742,3813.9004,-3432.5109375,14545836.0
1.14,2862.5815032587093,1.0,-2860.4258,12.999444007873535,2860.4258,-3384.837109375,8182035.5
1.144,2872.9713262206924,1.0,-1906.9492,10.92686939239502,1906.9492,-3194.141796875,3636455.2
1.148,2883.570548820059,1.0,-476.73633,12.02538776397705,476.73633,-2622.05625,227277.53
1.152,2893.972023114293,1.0,1906.9512,14.516443252563477,1906.9512,-1430.212109375,3636462.8
1.156,2904.3834760382724,1.0,5005.746,16.56737518310547,5005.746,333.7171875,25057494.0
1.16,2915.052129570427,1.0,7866.172,18.687273025512695,7866.172,2479.03671875,61876660.0
1.164,2925.706763972762,1.0,8581.277,20.309871673583984,8581.277,4576.68203125,73638320.0
1.168,2936.279176216548,1.0,6435.957,20.252389907836914,6435.957,5959.220703125,41421544.0
1.172,2946.7333877796627,1.0,2860.4277,19.118789672851562,2860.4277,6149.916015625,8182047.0
1.176,2957.256295362239,1.0,715.1074,11.886183738708496,715.1074,5291.78828125,511378.62
1.18,2968.0808080626307,1.0,953.47656,6.733456611633301,953.47656,3909.24921875,909117.56
1.184,2978.573258690068,1.0,2145.3203,10.817525863647461,2145.3203,2622.0578125,4602399.0
1.188,2989.241571982553,1.0,2145.3203,8.597296714782715,2145.3203,1763.93046875,4602399.0
1.192,2999.4933271640216,1.0,238.36914,14.475285530090332,238.36914,1239.51875,56819.848
1.196,3010.046073471619,1.0,-2383.6875,14.333877563476562,2383.6875,619.759765625,5681966.0
1.2,3020.5682096009095,1.0,-4290.6367,10.46816635131836,4290.6367,-429.062890625,18409564.0
1.204,3031.0574051328317,1.0,-6435.957,8.712295532226562,6435.957,-2145.318359375,41421544.0
1.208,3041.7514406447985,1.0,-9534.754,12.164519309997559,9534.754,-4481.333203125,90911540.0
1.212,3052.0036981484864,1.0,-12395.18,13.888914108276367,12395.18,-7008.04296875,153640480.0
1.216,3062.432810396381,1.0,-13587.023,234.28683471679688,13587.023,-9248.71015625,184607200.0
1.22,3073.11263074976,1.0,-11918.441,15.703315734863281,11918.441,-10774.27109375,142049250.0
1.224,3083.7954861597686,1.0,-7866.172,15.515523910522461,7866.172,-11060.3140625,61876660.0
1.228,3093.9270548808013,1.0,-1906.9492,15.489995956420898,1906.9492,-9534.753125,3636455.2
1.232,3103.782189806747,1.0,5244.1133,15.952067375183105,5244.1133,-6006.89453125,27500724.0
1.236,3113.6243108279145,0.0,12633.547,17.803956985473633,12633.547,-762.78046875,159606510.0
1.24,3123.868140287292,0.0,16685.82,17.98744010925293,16685.82,4958.071875,278416600.0
1.244,3134.339126269578,0.0,15970.711,17.576478958129883,15970.711,9725.4484375,255063600.0
1.248,3144.17501192734,0.0,11441.703,14.376815795898438,11441.703,12395.17890625,130912570.0
1.252,3154.224642438694,0.0,8342.91,3.6459429264068604,8342.91,13014.93828125,69604150.0
1.256,3163.765983916775,0.0,9296.383,4.0922651290893555,9296.383,12347.50546875,86422740.0
1.26,3173.377795844905,0.0,12395.18,5.25870943069458,12395.18,11489.37734375,153640480.0
1.264,3183.066467764129,0.0,11680.074,15.884916305541992,11680.074,10631.25,136424130.0
1.268,3193.2683613490403,0.0,3098.7969,19.89636993408203,3098.7969,8962.66875,9602542.0
1.272,3203.4140784311126,1.0,-10726.598,21.35897445678711,10726.598,5148.7671875,115059896.0
1.276,3213.3778575380165,1.0,-22883.41,22.091184616088867,22883.41,-1287.19140625,523650460.0
1.28,3223.2248373922453,1.0,-26697.312,21.8011474609375,26697.312,-9105.68984375,712746500.0
1.284,3233.0904561365965,1.0,-21691.566,228.9381866455078,21691.566,-15780.01796875,470524060.0
1.288,3242.891283811822,0.8934978367222207,-11680.074,20.383447647094727,11680.074,-18735.7921875,136424130.0
1.292,3252.8756464555627,1.0,-1906.9492,19.00370979309082,1906.9492,-16971.8625,3636455.2
1.296,3262.983021233255,1.0,4290.6406,17.037925720214844,4290.6406,-11537.05234375,18409596.0
1.3,3273.0860216478036,1.0,7151.0664,16.112468719482422,7151.0664,-4767.3765625,51137750.0
1.304,3283.081373921756,1.0,7389.4336,15.594326972961426,7389.4336,1048.8234375,54603730.0
1.308,3293.4225994083195,1.0,5959.2188,16.082664489746094,5959.2188,4576.68203125,35512290.0
1.312,3303.654710293096,1.0,3337.164,18.856870651245117,3337.164,5625.5046875,11136664.0
1.316,3313.8430961571403,1.0,476.73828,29.983543395996094,476.73828,4862.72421875,227279.39
1.32,3324.204183602887,1.0,-1191.8438,140.54832458496094,1191.8438,3194.1421875,1420491.5
1.324,3334.451276461998,1.0,-476.73633,27.023130416870117,476.73633,1620.908203125,227277.53
1.328,3344.5157828460287,1.0,3098.7969,21.34878158569336,3098.7969,1048.823828125,9602542.0
1.332,3354.5782467232375,1.0,8581.277,21.65272331237793,8581.277,2097.646484375,73638320.0
